Full Name,Pace Total,Shooting Total,Passing Total,Dribbling Total,Defending Total,Physicality Total,Position
Emanuel Reynoso,67,67,78,80,59,67,MID
Marcos Nascimento Teixeira,67,36,60,70,78,86,DEF
Takehiro Tomiyasu,74,33,67,71,80,79,DEF
Luka Jović,74,78,68,78,29,74,ATK
Renato Tapia,68,66,71,69,79,84,MID
Luuk de Jong,48,78,71,70,46,77,ATK
João Pedro G. Santos Galvão,81,78,77,80,41,75,ATK
Karim Bellarabi,86,75,72,81,39,72,MID
James Tarkowski,55,45,65,62,81,80,DEF
Jesús Joaquín Fernández Sáez,73,76,80,83,32,51,MID
Julian Draxler,72,76,80,82,58,65,MID
Conor Coady,47,57,75,66,79,73,DEF
Felipe Anderson Pereira Gomes,85,75,77,83,55,63,ATK
Jordan Veretout,76,75,76,78,76,79,MID
Ismaily Gonçalves dos S.,82,64,74,80,74,74,DEF
Lewis Dunk,44,51,62,63,80,79,DEF
Granit Xhaka,49,64,79,69,69,80,MID
Sérgio Miguel Relvas de Oliveira,58,78,82,76,71,70,MID
Mattia Zaccagni,82,73,74,83,57,64,ATK
Juan Miguel Jiménez López,76,80,72,81,31,59,ATK
Nicolás Lodeiro,69,73,80,81,49,69,MID
Callum Wilson,81,78,66,77,42,76,ATK
Yaroslav Rakitskyi,68,67,76,71,79,82,DEF
Danny Ings,72,82,70,78,45,70,ATK
Nemanja Gudelj,54,70,79,69,74,84,MID
Marcos Alonso Mendoza,53,74,80,77,77,75,DEF
Ander Herrera Agüera,61,71,77,78,78,74,MID
Nemanja Matić,38,67,76,72,78,72,MID
Michail Antonio,82,75,73,77,55,83,ATK
Benjamin André,65,64,73,75,78,84,MID
Davy Klaassen,68,80,74,76,73,78,MID
Alessandro Florenzi,76,77,79,79,74,61,DEF
Héctor Bellerín Moruno,81,51,70,77,75,64,DEF
Arkadiusz Milik,61,82,69,74,39,69,ATK
Munir El Haddadi,77,78,75,82,35,64,MID
Ludovic Ajorque,73,79,61,70,43,84,ATK
Dakonam Djené,67,38,62,62,79,77,DEF
Davide Zappacosta,78,66,73,74,75,72,DEF
Lucas Zelarayán,71,76,78,82,46,66,MID
Adama Traoré Diarra,96,65,68,86,38,83,ATK
João Mário N. Costa Eduardo,70,69,81,82,65,66,MID
Federico Bernardeschi,77,71,79,82,62,66,MID
Paul Ebere Onuachu,70,78,62,70,45,82,ATK
Nicolae Stanciu,74,75,81,82,62,68,MID
Rubén García Santos,77,76,79,79,45,54,MID
Chancel Mbemba,72,50,56,65,80,81,DEF
John McGinn,69,74,76,77,73,81,MID
Jonathan Castro Otto,74,54,71,76,78,69,DEF
Rachid Ghezzal,72,72,82,81,28,60,ATK
Clinton Mukoni Mata Pedro Lourenço,83,61,68,74,78,80,DEF
Adnan Januzaj,77,72,79,83,30,57,ATK
Berat Djimsiti,71,39,59,50,82,81,DEF
Abdoulaye Doucouré,67,76,74,78,78,82,MID
Michael Keane,52,49,63,62,80,79,DEF
Leandro Trossard,82,78,76,81,30,62,MID
Manuel Trigueros Muñoz,50,73,78,75,72,66,MID
Ben Davies,67,58,72,72,80,74,DEF
Samuel Umtiti,63,62,68,67,79,75,DEF
Denis Suárez Fernández,72,72,81,81,64,55,MID
Erik Lamela,68,77,79,83,53,69,ATK
Luiz Felipe Ramos Marchi,72,29,61,68,80,73,DEF
Jadson Bardeira Cunha,73,82,62,70,31,75,ATK
Javier Puado Díaz,84,75,70,78,51,76,ATK
Sofiane Diop,71,72,75,83,54,54,MID
Alexander Bah,92,64,68,73,72,81,DEF
Jean-Clair Todibo,75,44,63,65,79,76,DEF
Julián Álvarez,76,80,76,83,55,75,MID
Enzo Fernández,74,71,76,78,72,80,MID
Alfonso Espino,87,63,68,73,74,82,DEF
Emerson Leite De Souza,74,62,71,74,75,76,DEF
Tomáš Holeš,77,70,70,73,77,82,MID
Charles De Ketelaere,75,76,76,81,57,73,MID
Gabriel Teodoro Martinelli Silva,87,71,68,80,45,68,MID
Joey Veerman,67,70,81,78,65,74,MID
Pierre Kalulu,80,50,68,69,79,75,DEF
Piero Hincapié,83,39,64,71,78,74,DEF
F. Evanilson de Lima Barbosa,74,76,63,76,25,72,ATK
Colin Hughes,83,59,75,81,24,58,MID
Ash Dixon,79,66,72,71,75,67,DEF
Tanaka Roberts,85,79,59,78,32,71,ATK
Mohamed Simakan,71,39,62,64,80,79,DEF
Borna Sosa,79,53,77,78,72,70,DEF
Alexis Saelemaekers,81,67,76,81,64,68,MID
Óscar Melendo Jiménez,80,64,79,79,47,58,MID
Randal Kolo Muani,84,72,63,80,38,62,ATK
Amadou Haidara,70,72,76,80,68,70,MID
Pedro Lomba Neto,85,74,69,81,31,58,MID
Maximiliano Gómez,63,78,68,73,32,82,ATK
Noa Lang,86,73,72,83,50,67,MID
Saša Kalajdžić,63,75,68,73,46,70,ATK
Nicolás De la Cruz,85,76,78,82,70,69,MID
Callum Hudson-Odoi,81,68,74,82,48,59,MID
Hamed Junior Traorè,82,70,72,81,59,62,MID
Junior Messias,84,73,73,81,49,60,ATK
Nikola Vlašić,79,76,75,81,47,69,MID
Marc Guéhi,73,39,58,68,79,75,DEF
Eljif Elmas,76,71,74,83,66,69,MID
Konstantinos Mavropanos,81,56,51,60,78,81,DEF
Christoph Baumgartner,75,72,73,80,44,56,MID
Romain Faivre,75,74,76,80,62,67,MID
Samuel Gigot,67,38,65,61,79,80,DEF
Guillermo Maripán,33,42,58,53,79,79,DEF
Giovanni Simeone,77,79,64,75,41,76,ATK
João Paulo Dias Fernandes,67,77,65,75,43,81,ATK
Taras Stepanenko,65,63,71,69,77,78,MID
Cristian Portugues Manzanera,87,74,72,76,57,77,MID
Juan Bernat Velasco,74,64,76,81,75,58,DEF
Mário Rui Silva Duarte,80,53,73,78,73,65,DEF
Raúl Ruidíaz,83,79,66,79,33,69,ATK
Craig Dawson,49,47,59,55,79,77,DEF
Víctor Ruiz Torre,44,42,65,59,79,77,DEF
Roberto Pereyra,76,74,77,79,68,74,MID
Mario Gaspar Pérez Martínez,72,69,72,72,77,76,DEF
Mats Rits,74,72,74,75,73,77,MID
Ben Mee,61,42,58,62,80,77,DEF
Aaron Cresswell,64,60,75,75,77,68,DEF
Giacomo Bonaventura,69,75,80,80,70,65,MID
Francesco Caputo,79,79,62,78,30,67,ATK
Odion Ighalo,69,79,65,73,43,83,ATK
Mesut Özil,69,70,83,79,24,45,MID
Alassane Plea,72,79,79,78,39,73,MID
Patrick Bamford,82,78,68,73,42,77,ATK
Jesse Lingard,75,77,73,79,57,65,MID
Maxwel Cornet,87,76,71,77,67,77,ATK
Aleksandar Mitrović,64,79,57,71,27,87,ATK
Lucas Alario,66,78,58,74,30,75,ATK
Emiliano Rigoni,83,73,74,78,46,60,MID
Alexey Miranchuk,75,70,76,80,31,61,MID
Gilberto Moraes Júnior,79,58,70,73,74,79,DEF
Rubén Peña Jiménez,78,70,71,77,74,66,DEF
Josef Martínez,85,78,60,77,25,69,ATK
Marcel Halstenberg,63,66,73,71,76,79,DEF
Juan Fernando Quintero,71,76,79,82,39,51,MID
Romário Ricardo da Silva,86,76,71,80,30,66,ATK
Nathan Aké,76,53,70,70,79,75,DEF
Óliver Torres Muñoz,59,67,78,81,64,50,MID
Jonas Hector,63,60,76,75,78,75,DEF
Joël Veltman,64,49,67,70,79,76,DEF
Moise Kean,85,76,57,77,40,75,ATK
Marcos Senesi,60,42,69,74,79,78,DEF
James Milner,52,70,80,76,77,74,MID
Serge Aurier,73,62,74,74,75,75,DEF
Enzo Pérez,68,65,75,76,75,77,MID
James Tavernier,83,73,77,75,72,80,DEF
Marco Davide Faraoni,78,73,74,76,72,76,DEF
Willian José da Silva,62,79,66,74,40,80,ATK
Pablo Maffeo Becerra,83,52,68,78,75,68,DEF
Ollie Watkins,84,76,68,74,46,77,ATK
Timothy Castagne,76,58,71,75,75,73,DEF
Franco Cervi,88,67,72,80,55,54,MID
Enes Ünal,69,81,65,75,40,76,ATK
Valentin Rongier,71,66,76,78,77,80,MID
Maxime Lopez,72,71,79,82,67,57,MID
Karl Toko Ekambi,83,78,72,76,25,68,MID
Ramy Bensebaini,70,64,72,74,76,79,DEF
Duje Ćaleta-Car,59,39,59,62,79,81,DEF
Grzegorz Krychowiak,50,75,72,68,75,78,MID
Danilo D'Ambrosio,68,56,67,71,79,75,DEF
Douglas Luiz Soares de Paulo,67,68,77,77,73,70,MID
Sebastián Driussi,81,78,73,76,26,69,MID
Rafael Santos Borré,77,77,74,79,45,76,ATK
Saïd Benrahma,75,73,75,81,40,56,MID
John Brooks,58,40,58,61,79,76,DEF
Alejandro Pozuelo Melero,64,73,79,80,53,67,MID
André Carrillo,84,74,73,81,41,69,ATK
Gianluca Caprari,85,73,76,83,33,55,MID
Willy Boly,58,36,64,63,77,79,DEF
Fernando Lucas Martins,72,67,77,73,74,77,MID
Thomas Meunier,73,74,74,72,74,81,DEF
Marcos Rojo,65,60,67,64,77,81,DEF
Aïssa Mandi,62,46,72,69,79,73,DEF
Sebastian Rode,59,65,72,74,77,74,MID
José Gómez Campaña,65,72,81,78,70,71,MID
Gernot Trauner,63,57,67,67,77,87,DEF
Dennis Praet,66,72,78,79,63,66,MID
Oriol Romeu Vidal,41,44,62,65,80,79,MID
Lucas Pérez Martínez,78,80,76,77,30,66,ATK
Moussa Niakhaté,79,42,65,67,79,78,DEF
Federico Dimarco,76,65,76,75,74,69,DEF
Andrei Girotto,58,67,68,69,79,73,DEF
Daniel Castelo Podence,83,64,73,85,33,50,MID
Miguel Almirón,86,71,73,79,53,61,MID
Philipp Lienhart,70,28,56,62,80,74,DEF
Brahim Díaz,78,69,76,82,30,50,MID
Exequiel Palacios,66,73,75,78,74,72,MID
Jesper Karlsson,83,77,72,83,35,61,MID
Fredrik Aursnes,73,65,76,78,74,76,MID
Çağlar Söyüncü,71,46,60,65,78,79,DEF
Caio Henrique Oliveira Silva,75,57,77,78,73,62,DEF
Wataru Endo,67,64,70,78,78,75,MID
Junya Ito,89,71,73,78,58,70,ATK
Nahuel Molina,82,67,71,76,71,69,DEF
Igor Zubeldia Elorza,65,63,75,70,78,79,MID
Álvaro Odriozola Arzalluz,82,55,71,75,74,65,DEF
Luiz Araújo,88,69,72,83,39,57,MID
José Diogo Dalot Teixeira,79,60,73,78,73,77,DEF
Jonathan Ikoné,89,69,73,83,35,60,MID
Pablo Rosario,64,64,71,75,76,79,MID
Marcus Edwards,85,71,70,84,33,48,MID
Dejan Lovren,53,40,59,62,80,77,DEF
Jonathan Prazeres Conradi,78,69,77,79,45,54,ATK
Clément Lenglet,68,45,69,64,77,76,DEF
Fred Claudinei Tófoli Vilela,73,80,63,74,39,76,ATK
Gerson Santos da Silva,69,69,78,78,76,79,MID
Frédéric Guilbert,74,49,69,72,75,78,DEF
Nuno Miguel Gomes dos Santos,81,76,75,80,58,68,ATK
Kyle Walker-Peters,76,43,68,76,74,71,DEF
Marcus Thuram,81,77,71,78,48,76,ATK
Alfonso Pedraza Sag,81,72,72,76,74,75,DEF
Florian Grillitsch,65,60,78,77,75,66,MID
Stefano Sensi,75,61,83,84,65,57,MID
Joseph Aidoo,75,27,48,50,76,88,DEF
Arturo Adolfo Inálcio Dutra,83,72,75,78,52,48,MID
Lukas Nmecha,82,77,66,77,40,77,ATK
Gérson Adriano Gutierres Serra,79,67,71,71,74,78,DEF
Wellingt. Edson Sabrão Rolim,92,56,68,73,72,69,DEF
A. Zervandro Chiamuloira Paes,68,48,60,54,79,75,DEF
Pedro Tofico Dourado Hermes,58,29,63,58,77,84,DEF
Hediselton Simão Resende,78,71,71,76,74,74,DEF
Alberto Marcelo Dutra Cirino,81,72,81,80,23,50,ATK
G. Pierre Paiva Souza,83,69,75,78,42,68,MID
Dante Bonfim Costa Santos,32,52,68,66,79,78,DEF
Tyrone Mings,71,44,67,66,78,80,DEF
Kouadio Manu Koné,71,69,74,81,69,70,MID
Igor Caique Coronado,80,75,75,82,49,61,MID
Adrien Tameze,72,65,73,79,78,75,MID
Flavien Tait,70,71,76,79,67,67,MID
Johan Mojica,88,65,73,72,72,70,DEF
Paulo Díaz,74,57,69,71,75,82,DEF
Carlos Izquierdoz,50,54,54,54,78,82,DEF
Darío Benedetto,75,79,69,75,38,70,ATK
Karim Rekik,64,39,60,63,76,75,DEF
Michy Batshuayi,74,78,59,76,33,73,ATK
Christoph Kramer,42,50,70,71,76,73,MID
Damián Suárez,69,69,72,73,75,75,DEF
Pavel Kadeřábek,74,44,72,72,72,78,DEF
Diego Demme,56,47,74,75,73,72,MID
Niklas Dorsch,72,72,74,78,73,73,MID
David López Silva,50,58,68,65,78,75,MID
Matt Doherty,68,65,73,73,74,75,DEF
Mauro Icardi,62,77,64,72,35,68,ATK
Cristian Tello Herrera,89,72,74,76,48,61,MID
Víctor Machín Pérez,72,76,76,76,41,70,MID
Nicolas Pallois,37,54,61,61,77,84,DEF
Alex Oxlade-Chamberlain,80,74,76,81,67,74,MID
Fredrik Midtsjø,76,63,76,77,72,78,MID
Jonas Svensson,81,60,70,75,72,81,DEF
Rodrigo Moreno Machado,77,77,76,78,45,69,ATK
Dan Burn,47,33,65,63,77,80,DEF
Ludwig Augustinsson,64,62,77,74,74,70,DEF
Riechedly Bazoer,71,68,77,78,73,77,MID
Ivan Toney,78,77,64,73,49,82,ATK
Alexander Djiku,69,42,66,69,76,81,DEF
Issa Diop,62,36,52,56,78,78,DEF
Jack Harrison,80,72,71,79,49,69,MID
Daniel James,95,70,69,76,47,68,MID
Konstantinos Tsimikas,80,57,72,75,72,75,DEF
Isaac Palazón Camacho,84,73,72,80,39,63,MID
Ritsu Doan,79,71,73,81,40,59,MID
Alexis Vega,80,75,75,80,32,74,MID
Rasmus Kristensen,80,67,71,72,73,82,DEF
Sebastián Villa,94,73,69,78,32,67,MID
Bruno Viana Willemen Da Silva,67,42,56,57,78,81,DEF
Gedson Carvalho Fernandes,79,74,75,78,71,75,MID
Iago Amaral Borduchi,84,58,69,74,72,71,DEF
Domingos Sousa Menezes Duarte,52,35,58,53,79,78,DEF
Wout Faes,59,38,55,58,78,77,DEF
Ismaïla Sarr,94,76,67,80,22,67,MID
Brais Méndez Portela,69,74,77,75,56,64,MID
Giulio Maggiore,74,62,71,76,72,72,MID
Saša Lukić,60,68,77,78,69,72,MID
Davidson Da Luz Pereira,81,75,71,80,41,74,MID
Callum McGregor,78,73,75,78,70,75,MID
Dele Alli,65,77,75,78,64,71,ATK
Armindo Tué Na Bangna,90,71,69,83,32,63,ATK
Sofiane Boufal,79,71,75,84,30,56,MID
Darko Lazović,85,69,74,78,65,63,MID
Philipp Max,78,65,77,75,70,74,DEF
Florian Lejeune,52,57,62,64,77,72,DEF
Hugo Mallo Novegil,64,39,68,67,75,73,DEF
Burak Yılmaz,74,82,68,70,34,77,ATK
Milton Casco,83,68,76,80,69,79,MID
Silvan Widmer,78,62,72,74,72,79,DEF
Ander Capa Rodríguez,79,64,74,74,73,85,DEF
Ihlas Bebou,89,75,68,79,34,63,ATK
Danilo Teodoro Soares,68,59,67,77,76,70,DEF
Jean-David Beauguel,68,75,53,71,32,80,ATK
Moses Simon,90,70,69,81,33,65,MID
Matt Targett,69,47,72,72,74,69,DEF
Matias Vecino,62,71,74,76,75,76,MID
Jason Denayer,71,43,66,68,78,77,DEF
Yerry Mina,37,54,59,58,78,77,DEF
Demarai Gray,86,76,69,81,37,58,ATK
Andrija Živković,80,73,74,81,55,61,ATK
Franck Honorat,81,75,71,77,47,61,MID
Mislav Oršić,88,80,71,75,56,61,ATK
Nico Elvedi,70,39,64,68,78,78,DEF
Lucas Boyé,70,78,64,78,49,80,ATK
Breel Embolo,84,75,70,74,51,82,ATK
Marvin Friedrich,63,41,57,53,79,76,DEF
Daniel Ceballos Fernández,58,68,77,82,66,66,MID
Ruben Aguilar,73,53,71,75,73,76,DEF
Stefan Lainer,74,63,67,70,73,80,DEF
Pedro Chirivella Burgos,59,54,73,74,70,70,MID
Dyego Wilverson Ferreira Sousa,57,79,62,74,30,84,ATK
Joachim Andersen,52,50,68,64,77,80,MID
Luís Carlos Almeida da Cunha,69,75,79,80,37,66,MID
Germán Pezzella,50,49,49,56,79,71,DEF
Álvaro Negredo Sánchez,53,80,64,70,36,76,ATK
Roberto Soriano,68,73,78,79,67,71,MID
Christopher Trimmel,72,65,73,68,74,80,DEF
Luis Miguel Rodríguez,67,79,76,83,43,70,MID
Stephan El Shaarawy,86,74,74,78,46,61,ATK
Pascal Groß,50,74,81,75,58,72,MID
Asier Illarramendi,42,69,76,76,75,67,MID
Oscar De Marcos Arana,78,64,73,72,72,76,DEF
Fidel Chaves de la Torre,72,72,77,75,54,64,MID
Jonjo Shelvey,40,71,80,72,62,74,MID
Gustavo Bou,76,79,69,76,33,71,ATK
Rubén Rochina Naixes,68,77,78,80,54,66,MID
Matías Suárez,75,76,75,83,47,69,MID
Artem Dzyuba,63,77,69,69,29,84,ATK
Cheikhou Kouyaté,60,64,63,69,77,84,MID
Ángel Montoro Sánchez,38,65,72,70,75,68,MID
Mario Balotelli,66,81,72,76,25,78,ATK
Cristhian Stuani,67,79,69,70,48,84,ATK
Moussa Sissoko,70,61,72,75,74,86,MID
Diego Godín,54,48,62,61,76,77,DEF
Sidnei Rechel da Silva Júnior,68,56,63,63,76,82,DEF
Stevan Jovetić,62,79,76,79,35,60,ATK
Willian Borges da Silva,75,76,77,80,49,53,MID
Kévin Gameiro,78,77,73,75,41,66,ATK
Andrés Guardado,61,68,79,79,71,68,MID
Jorge Molina Vidal,33,82,67,67,41,70,ATK
Umar Sadiq,84,76,60,72,30,76,ATK
Valentin Rosier,84,52,65,77,72,75,DEF
Taiwo Awoniyi,83,76,59,70,32,80,ATK
Khéphren Thuram,74,69,74,77,75,77,MID
Adrià Giner Pedrosa,90,60,69,78,70,73,MID
Arthur Mendonça Cabral,73,77,63,73,31,78,ATK
Adam Hložek,78,75,72,77,31,79,ATK
Alberto Moreno Pérez,81,69,72,77,70,69,DEF
Mohamed Camara,82,58,68,77,72,77,MID
Bryan Gil Salvatierra,77,69,74,82,31,35,MID
Dávid Hancko,78,61,69,70,77,79,DEF
Gonzalo Plata,88,69,70,82,43,64,MID
Lucas Silva Melo,70,49,65,70,77,76,DEF
Unai Vencedor Paris,62,70,75,76,74,74,MID
Max Kilman,61,42,63,63,78,78,DEF
Jan Maas,70,43,53,67,77,80,DEF
Richard Montlaur,79,69,77,78,73,70,MID
Sergiño Dest,86,59,74,81,69,66,MID
Jan Kuchta,79,75,65,74,35,82,ATK
Fábio Daniel Ferreira Vieira,75,71,77,77,40,52,MID
Noni Madueke,90,71,68,82,36,62,MID
Manuel Ugarte,72,63,71,77,73,76,MID
Zouhair Feddal,60,50,61,60,78,77,DEF
Marko Livaja,78,77,71,79,38,81,ATK
Giovanni Reyna,78,71,74,82,36,71,MID
Jordan Teze,81,48,65,68,77,79,DEF
Yussuf Poulsen,78,71,67,74,56,82,ATK
Wenderson Nascimento Galeno,90,72,66,82,32,66,MID
Benoît Badiashile,61,47,67,60,78,76,DEF
Musa Barrow,84,75,69,78,31,63,ATK
Patson Daka,90,78,60,75,24,70,ATK
Lutsharel Geertruida,80,52,68,73,76,77,DEF
Andoni Gorosabel Espinosa,75,46,71,72,75,67,DEF
Oliver Skipp,65,47,68,71,75,71,MID
Mathías Olivera,74,50,66,71,74,76,DEF
Davide Frattesi,79,69,76,80,65,69,MID
Matteo Pessina,72,71,75,77,71,71,MID
Eduardo Gabriel Aquino Cossa,85,66,68,80,32,53,MID
Eric García Martret,62,44,71,68,78,71,MID
Dan-Axel Zagadou,58,34,61,51,78,80,DEF
Merih Demiral,73,39,47,60,79,80,DEF
Valentin Castellanos,78,77,68,73,41,76,ATK
Jorge de Frutos Sebastián,82,70,74,78,41,61,MID
Maxence Lacroix,87,33,55,67,78,77,DEF
Deniz Undav,68,80,71,75,32,76,ATK
Ademola Lookman,85,73,68,82,29,60,MID
Mykola Shaparenko,77,72,76,78,65,68,MID
Mohammed Salisu,69,36,51,55,79,80,DEF
Jordan Ferri,57,65,76,74,70,74,MID
Willian Souza Arão da Silva,73,63,66,69,76,78,MID
Hugo Duro Perales,75,76,67,76,44,67,ATK
Alessandro L. Baia Marques,76,48,69,75,74,70,DEF
Moussa Marega,89,76,65,68,39,89,ATK
Rob Holding,54,34,61,66,78,73,DEF
Benjamin Henrichs,71,53,72,76,74,70,DEF
Kasper Dolberg,71,80,67,76,30,68,ATK
Rade Krunić,67,73,76,77,72,72,MID
Axel Disasi,50,28,51,55,77,82,DEF
César Montes,62,44,63,65,78,78,DEF
Suat Serdar,67,71,71,81,73,79,MID
Enzo Leandro Chissano Baia,79,62,71,70,74,69,DEF
Angelo Fulgini,73,70,76,79,69,73,MID
Claudio Nuno Coíntra Calegari,79,73,76,78,27,60,MID
Wagner Mauro Laranjo Coelho,67,72,75,73,74,76,MID
Andeson Jaime Trigo Gonçalves,82,63,75,77,71,64,DEF
Jadson José Meireles Correia,58,61,65,58,72,79,MID
Rodrigo Éder Vuarte Ruiz,65,65,70,63,76,77,MID
Victorio Martin Maia Padilha Jabim,79,54,71,73,75,63,DEF
Danilo Manuel Vieira Espíndola,59,39,53,57,80,81,DEF
Murildo Kauê Cadete Teixeira,81,63,72,75,37,69,MID
Sidney Adrián Pessoa Vidigal,69,62,74,69,76,80,MID
Gelson Dany Batalha Martins,90,70,69,81,51,59,MID
Vitor Hugo Franchescoli Souza,66,33,45,50,79,80,DEF
Petros Mantalos,73,69,78,78,55,63,MID
Jérémie Boga,85,73,72,81,37,63,MID
Anastasios Bakasetas,71,78,77,76,56,74,MID
Romain Saïss,61,56,70,66,77,79,DEF
Adrien Thomasson,69,72,77,77,65,70,MID
Hany Mukhtar,80,74,77,78,45,64,MID
Fabian Schär,51,67,70,67,78,74,DEF
Salem Al Dawsari,84,73,69,81,52,79,ATK
Kevin Mbabu,83,51,66,71,73,81,DEF
Paulo André Rodrigues Oliveira,60,35,51,61,79,76,DEF
Emerson Palmieri dos Santos,74,63,75,78,73,63,DEF
Marius Wolf,83,71,71,74,66,77,MID
Hee Chan Hwang,81,75,70,78,28,70,ATK
Gaetano Castrovilli,74,65,75,82,66,68,MID
Habib Diallo,71,76,59,72,23,73,ATK
İrfan Can Kahveci,74,71,79,80,58,65,MID
Abdou Diallo,72,39,71,74,77,76,DEF
Kelechi Iheanacho,73,79,70,77,38,70,MID
Stephy Mavididi,88,76,69,77,28,68,ATK
Ben Godfrey,82,44,61,65,76,80,DEF
Olivier Boscagli,73,49,74,74,77,75,MID
Odsonne Edouard,79,75,68,79,45,75,ATK
Gabriel Jairo Aníbal Rangel,67,62,66,65,74,78,MID
Simão Alvin Acunha Bardini,77,68,77,77,36,62,MID
Timo Hübers,80,39,56,58,78,73,DEF
Joakim Mæhle,85,56,69,72,68,78,DEF
João Pedro Neves Filipe,86,71,72,79,37,61,MID
Florentino Morris Luís,56,44,62,68,77,72,MID
Evander da Silva Ferreira,73,71,76,80,67,69,MID
Roland Sallai,75,70,71,78,37,65,MID
Yangel Herrera,62,70,72,74,77,78,MID
Akram Afif,87,71,72,77,32,54,MID
Nuno Miguel Jerónimo Sequeira,67,59,68,71,77,75,DEF
Riccardo Orsolini,79,72,74,81,39,65,MID
Jorge Sánchez,92,50,64,75,71,81,DEF
Tarik Tissoudali,76,73,68,82,27,64,ATK
Rodrigo Aliendro,77,72,71,80,72,76,MID
Tyler Adams,80,48,69,73,73,76,MID
Shoya Nakajima,86,71,71,82,37,47,ATK
Fernando Zampedri,68,78,56,71,29,78,ATK
Marko Grujić,61,71,71,77,73,80,MID
Yusuf Yazıcı,66,75,77,79,47,71,MID
Thomas Henry,65,76,65,66,40,82,ATK
James Justin,81,50,69,72,73,70,DEF
Romain Perraud,72,72,75,75,72,73,MID
Trevoh Chalobah,64,47,65,68,76,76,DEF
Adilson Patrick Edrada Pereira,77,71,70,80,32,55,MID
Alejandro Silva,87,68,72,75,63,72,MID
Wesley Hoedt,52,46,67,60,76,78,DEF
Frank Fabra,83,68,74,78,69,77,MID
Diego Javier Llorente Ríos,67,40,63,68,75,78,DEF
Sebastián Palacios,91,74,69,77,44,68,ATK
Daniel Amartey,63,55,65,69,76,76,DEF
Frank Acheampong,93,75,68,81,49,76,MID
Divock Origi,79,75,67,75,27,73,ATK
Antonio José Rodríguez Díaz,76,73,71,76,43,74,MID
Ruben Loftus-Cheek,65,68,75,78,66,75,MID
Abderrazak Hamdallah,72,76,70,76,30,71,ATK
Federico Di Francesco,78,70,73,80,39,60,ATK
Thiago Henrique Mendes Ribeiro,68,67,74,75,73,74,MID
Gustavo Cuéllar,69,50,66,69,74,81,MID
Iván Marcone,44,62,72,69,73,77,MID
Léo Dubois,70,58,74,72,74,71,DEF
Lucas Romero,75,62,73,73,74,76,MID
Leonardo Sigali,66,51,57,61,77,76,DEF
Fabrizio Angileri,79,71,76,75,70,80,DEF
Serhou Guirassy,68,75,66,75,38,75,ATK
Ayoze Pérez Gutiérrez,76,70,73,80,58,63,ATK
Robert Kenedy Nunes do Nascimento,77,71,74,78,60,62,MID
Andrea Petagna,59,75,68,75,34,81,ATK
Youssouf Sabaly,77,46,64,71,73,70,DEF
Álvaro García Rivera,91,67,71,75,37,45,MID
Maximilian Philipp,76,78,71,78,42,61,ATK
Alexander Sørloth,81,74,66,72,36,84,ATK
Luan Peres Petroni,69,38,66,68,76,75,DEF
Vanderson de Oliveira Campos,78,62,74,75,69,69,MID
Christian Fassnacht,82,70,70,75,37,72,MID
Germán Sánchez Barahona,45,40,58,55,78,78,DEF
Magomed Ozdoev,75,71,74,76,73,74,MID
Erik Sviatchenko,60,51,61,61,76,82,DEF
Alejandro Fernández Iglesias,53,71,80,73,67,63,MID
Domagoj Vida,74,40,58,59,78,81,DEF
Ross Barkley,68,73,76,78,56,70,MID
Daniel Rodríguez Vázquez,84,75,74,72,63,69,MID
Dedryck Boyata,68,30,53,58,77,77,DEF
Naïm Sliti,73,72,72,80,34,68,MID
Aaron Mooy,62,72,78,74,69,75,MID
Andros Townsend,74,73,75,79,38,65,MID
Haris Seferović,71,76,67,71,47,83,ATK
Xherdan Shaqiri,69,75,79,79,45,62,MID
Martin Braithwaite,79,76,72,78,35,74,ATK
Jaume Vicent Costa Jordá,70,61,69,72,74,69,DEF
Maxime Gonalons,44,61,72,68,75,70,MID
Mark Uth,72,77,74,76,40,68,MID
Juan Guilherme Nunes Jesus,69,33,51,60,78,73,DEF
Jeffrey Schlupp,84,71,69,76,71,74,MID
Djibril Sidibé,70,62,74,73,72,77,DEF
Koray Günter,62,46,64,65,77,71,DEF
Luís Carlos Novo Neto,64,37,55,56,78,73,DEF
Xavier Mercier,66,71,81,73,47,64,MID
Roque Mesa Quevedo,67,67,76,75,67,80,MID
Tonny Vilhena,73,72,76,77,73,77,MID
Mohamed Elyounoussi,77,74,71,78,55,70,MID
Robin Knoche,51,41,52,50,78,72,DEF
Grégoire Defrel,81,75,66,78,34,51,ATK
Jérôme Roussillon,86,65,71,78,71,73,DEF
Stuart Armstrong,70,77,73,76,65,71,MID
Jasmin Kurtić,58,76,75,72,73,76,MID
Rasmus Falk,77,59,72,80,68,70,MID
Riccardo Saponara,69,70,78,80,41,59,MID
Kevin Vogt,71,57,72,68,77,75,DEF
Chris Wood,59,77,60,70,40,80,ATK
Javier Pastore,60,73,78,76,52,48,MID
Óscar Romero,74,69,76,79,65,66,MID
Jan Bednarek,48,22,53,55,77,78,DEF
Harry Wilson,77,78,76,76,45,58,MID
Érick Gutiérrez,68,71,75,75,69,69,MID
Sverrir Ingi Ingason,61,53,58,58,78,77,DEF
Luciano Acosta,79,66,71,83,46,56,MID
Jae Sung Lee,68,64,75,81,57,61,MID
Alfredo Morelos,77,75,68,72,43,81,ATK
